DATE,PDF FILE,TT BUY,TT SELL,BILL BUY,BILL SELL,FOREX TRAVEL CARD BUY,FOREX TRAVEL CARD SELL,CN BUY,CN SELL
2026-07-21 13:54,https://github.com/rushatgabhane/sbi-tt-rate/blob/main/pdf_files/2026/7/2026-07-21.pdf,241.4,269.22,241.2,269.69,241.2,269.69,234.8,273.25
