DATE,PDF FILE,TT BUY,TT SELL,BILL BUY,BILL SELL,FOREX TRAVEL CARD BUY,FOREX TRAVEL CARD SELL,CN BUY,CN SELL
2026-07-21 13:54,https://github.com/rushatgabhane/sbi-tt-rate/blob/main/pdf_files/2026/7/2026-07-21.pdf,25.57,26.86,25.55,26.91,25.55,26.91,24.85,27.3
