DATE,PDF FILE,TT BUY,TT SELL,BILL BUY,BILL SELL,FOREX TRAVEL CARD BUY,FOREX TRAVEL CARD SELL,CN BUY,CN SELL
2026-07-21 13:54,https://github.com/rushatgabhane/sbi-tt-rate/blob/main/pdf_files/2026/7/2026-07-21.pdf,302.4,318.56,302.18,319.12,302.18,319.12,294.1,323.35
