DATE,PDF FILE,TT BUY,TT SELL,BILL BUY,BILL SELL,FOREX TRAVEL CARD BUY,FOREX TRAVEL CARD SELL,CN BUY,CN SELL
2026-07-21 13:54,https://github.com/rushatgabhane/sbi-tt-rate/blob/main/pdf_files/2026/7/2026-07-21.pdf,55.28,57.51,55.24,57.62,55.24,57.62,52.65,59.8
